0;22;homme;Paris;28000
1;22;homme;Lille;22000
2;22;homme;Dreux;14000
3;22;homme;Stratsbourg;22000
4;22;homme;Rennes;21500
5;22;homme;Nice;22000
6;22;homme;Nantes;24000
7;22;homme;Lyon;26000
8;22;homme;Chartres;20000
9;22;homme;Marseille;24000
10;22;homme;Toulouse;26000
11;22;homme;Pau;22000
12;22;homme;Perpignon;22000
13;22;homme;Bordeaux;25000
14;22;homme;Brest;24000
15;22;homme;Cannes;18000
16;22;homme;Caen;17000
17;22;homme;Tours ;17000
18;22;homme;Limoges;19000
19;22;homme;nancy;18500
20;22;homme;Metz;19000
21;22;homme;Dijon;17000
22;22;Femme;Paris;23800
23;22;Femme;Lille;18700
24;22;Femme;Dreux;11900
25;22;Femme;Stratsbourg;18700
26;22;Femme;Rennes;18275
27;22;Femme;Nice;18700
28;22;Femme;Nantes;20400
29;22;Femme;Lyon;22100
30;22;Femme;Chartres;17000
31;22;Femme;Marseille;20400
32;22;Femme;Toulouse;22100
33;22;Femme;Pau;18700
34;22;Femme;Perpignon;18700
35;22;Femme;Bordeaux;21250
36;22;Femme;Brest;20400
37;22;Femme;Cannes;15300
38;22;Femme;Caen;14450
39;22;Femme;Tours ;14450
40;22;Femme;Limoges;16150
41;22;Femme;nancy;15725
42;22;Femme;Metz;16150
43;22;Femme;Dijon;14450
44;23;homme;Paris;28840
45;23;homme;Lille;22660
46;23;homme;Dreux;14420
47;23;homme;Stratsbourg;22660
48;23;homme;Rennes;22145
49;23;homme;Nice;22660
50;23;homme;Nantes;24720
51;23;homme;Lyon;26780
52;23;homme;Chartres;20600
53;23;homme;Marseille;24720
54;23;homme;Toulouse;26780
55;23;homme;Pau;22660
56;23;homme;Perpignon;22660
57;23;homme;Bordeaux;25750
58;23;homme;Brest;24720
59;23;homme;Cannes;18540
60;23;homme;Caen;17510
61;23;homme;Tours ;17510
62;23;homme;Limoges;19570
63;23;homme;nancy;19055
64;23;homme;Metz;19570
65;23;homme;Dijon;17510
66;23;Femme;Paris;24514
67;23;Femme;Lille;19261
68;23;Femme;Dreux;12257
69;23;Femme;Stratsbourg;19261
70;23;Femme;Rennes;18823
71;23;Femme;Nice;19261
72;23;Femme;Nantes;21012
73;23;Femme;Lyon;22763
74;23;Femme;Chartres;17510
75;23;Femme;Marseille;21012
76;23;Femme;Toulouse;22763
77;23;Femme;Pau;19261
78;23;Femme;Perpignon;19261
79;23;Femme;Bordeaux;21888
80;23;Femme;Brest;21012
81;23;Femme;Cannes;15759
82;23;Femme;Caen;14884
83;23;Femme;Tours ;14884
84;23;Femme;Limoges;16635
85;23;Femme;nancy;16197
86;23;Femme;Metz;16635
87;23;Femme;Dijon;14884
88;24;homme;Paris;29705
89;24;homme;Lille;23340
90;24;homme;Dreux;14853
91;24;homme;Stratsbourg;23340
92;24;homme;Rennes;22809
93;24;homme;Nice;23340
94;24;homme;Nantes;25462
95;24;homme;Lyon;27583
96;24;homme;Chartres;21218
97;24;homme;Marseille;25462
98;24;homme;Toulouse;27583
99;24;homme;Pau;23340
100;24;homme;Perpignon;23340
101;24;homme;Bordeaux;26523
102;24;homme;Brest;25462
103;24;homme;Cannes;19096
104;24;homme;Caen;18035
105;24;homme;Tours ;18035
106;24;homme;Limoges;20157
107;24;homme;nancy;19627
108;24;homme;Metz;20157
109;24;homme;Dijon;18035
110;24;Femme;Paris;25249
111;24;Femme;Lille;19839
112;24;Femme;Dreux;12625
113;24;Femme;Stratsbourg;19839
114;24;Femme;Rennes;19388
115;24;Femme;Nice;19839
116;24;Femme;Nantes;21642
117;24;Femme;Lyon;23446
118;24;Femme;Chartres;18035
119;24;Femme;Marseille;21642
120;24;Femme;Toulouse;23446
121;24;Femme;Pau;19839
122;24;Femme;Perpignon;19839
123;24;Femme;Bordeaux;22545
124;24;Femme;Brest;21642
125;24;Femme;Cannes;16232
126;24;Femme;Caen;15331
127;24;Femme;Tours ;15331
128;24;Femme;Limoges;17134
129;24;Femme;nancy;16683
130;24;Femme;Metz;17134
131;24;Femme;Dijon;15331
132;25;homme;Paris;30596
133;25;homme;Lille;24040
134;25;homme;Dreux;15299
135;25;homme;Stratsbourg;24040
136;25;homme;Rennes;23493
137;25;homme;Nice;24040
138;25;homme;Nantes;26226
139;25;homme;Lyon;28410
140;25;homme;Chartres;21855
141;25;homme;Marseille;26226
142;25;homme;Toulouse;28410
143;25;homme;Pau;24040
144;25;homme;Perpignon;24040
145;25;homme;Bordeaux;27319
146;25;homme;Brest;26226
147;25;homme;Cannes;19669
148;25;homme;Caen;18576
149;25;homme;Tours ;18576
150;25;homme;Limoges;20762
151;25;homme;nancy;20216
152;25;homme;Metz;20762
153;25;homme;Dijon;18576
154;25;Femme;Paris;26006
155;25;Femme;Lille;20434
156;25;Femme;Dreux;13004
157;25;Femme;Stratsbourg;20434
158;25;Femme;Rennes;19970
